diagnosis_code,avg_price,median_price,std_price,min_price,max_price,claim_count,fraud_rate
29652,712.57,90.0,2210.46,0,17000,105,0.3904761904761905
29653,1356.24,200.0,2869.21,0,16000,117,0.37606837606837606
29654,1592.54,200.0,3807.04,0,32000,130,0.4076923076923077
29655,317.56,80.0,532.93,0,3000,82,0.4024390243902439
29656,279.34,90.0,397.45,0,2200,106,0.3490566037735849
29660,1625.78,200.0,3434.92,0,19000,109,0.4036697247706422
29661,353.26,100.0,542.51,0,3300,86,0.4418604651162791
29662,325.95,90.0,506.34,0,2400,84,0.4166666666666667
29663,917.07,100.0,2273.32,0,14000,123,0.2845528455284553
29664,1436.24,100.0,3001.26,0,14000,101,0.38613861386138615
29665,423.33,100.0,1343.51,0,13000,105,0.3047619047619048
29666,312.02,90.0,510.86,0,3100,89,0.24719101123595505
2967,1255.42,100.0,4105.4,0,33000,107,0.38317757009345793
29680,2669.94,350.0,4733.62,0,27000,159,0.4088050314465409
29681,375.1,90.0,746.7,0,5000,100,0.33
29682,292.97,90.0,602.47,0,4000,101,0.40594059405940597
29689,1050.85,100.0,2674.47,0,18000,117,0.36752136752136755
29690,2371.33,200.0,5322.75,0,32000,128,0.46875
29699,411.63,150.0,710.73,0,5200,92,0.358695652173913
2970,219.02,90.0,256.64,0,1000,41,0.5121951219512195
2971,1464.42,85.0,7141.36,0,51000,52,0.38461538461538464
2972,172.09,80.0,207.76,0,900,43,0.37209302325581395
2973,143.7,80.0,196.55,0,1000,46,0.21739130434782608
2978,329.21,80.0,619.0,0,3300,38,0.5526315789473685
2979,528.81,100.0,1577.33,0,10000,42,0.2857142857142857
2980,214.53,80.0,383.6,0,2100,53,0.24528301886792453
2981,287.62,95.0,445.64,0,2400,42,0.2619047619047619
2982,280.19,80.0,406.63,0,1900,53,0.4339622641509434
2983,225.53,90.0,309.63,10,1500,47,0.3191489361702128
2984,290.19,85.0,523.29,0,3300,52,0.3269230769230769
2988,324.44,85.0,844.26,0,5000,36,0.25
2989,3898.16,1700.0,5648.17,0,33000,147,0.46258503401360546
30000,657.17,90.0,1664.18,0,14000,113,0.46017699115044247
30001,313.47,80.0,831.97,0,4000,49,0.40816326530612246
30002,436.17,80.0,1005.91,0,6000,60,0.38333333333333336
30009,156.9,85.0,454.41,0,3000,42,0.30952380952380953
30010,129.57,80.0,159.48,0,900,47,0.2978723404255319
30020,136.96,80.0,166.92,0,800,46,0.30434782608695654
30021,132.82,80.0,117.63,10,500,39,0.3333333333333333
30022,187.67,80.0,497.59,0,3300,43,0.4418604651162791
30023,159.39,80.0,264.02,0,1800,49,0.30612244897959184
30029,100.0,80.0,83.55,10,400,42,0.4523809523809524
3003,227.74,80.0,478.26,0,3000,53,0.41509433962264153
3004,412.61,90.0,761.65,0,4000,115,0.3391304347826087
3005,147.39,90.0,146.99,0,700,46,0.34782608695652173
30089,144.05,80.0,192.99,0,1000,37,0.2702702702702703
3009,140.23,80.0,166.67,0,700,43,0.3953488372093023
3020,162.33,65.0,262.77,0,1000,30,0.5333333333333333
30300,856.07,300.0,1285.59,0,4000,28,0.35714285714285715
30301,2056.21,700.0,2494.47,50,9000,29,0.41379310344827586
30302,1081.58,400.0,2336.18,60,10000,19,0.5263157894736842
30390,1428.25,250.0,1963.14,0,6000,40,0.5
30391,2820.0,2900.0,2913.82,0,14000,38,0.5263157894736842
30392,259.57,200.0,267.54,0,1100,23,0.4782608695652174
30393,463.48,200.0,708.3,50,3100,23,0.30434782608695654
30400,3287.14,1350.0,4863.57,20,18000,14,0.5
30401,5170.53,5000.0,5270.82,0,19000,19,0.7368421052631579
30481,443.0,250.0,614.49,0,2000,10,0.5
30500,792.0,300.0,1491.17,0,6000,35,0.3142857142857143
30501,379.05,100.0,844.46,20,4000,21,0.38095238095238093
30502,207.5,95.0,335.54,0,1500,20,0.55
30503,331.43,100.0,407.25,0,1300,21,0.5714285714285714
3051,220.22,90.0,347.15,0,2500,137,0.35766423357664234
30590,453.0,200.0,656.07,0,2000,10,0.7
3079,2304.71,300.0,4425.99,0,15000,17,0.4117647058823529
3080,1033.73,90.0,6423.72,0,46000,51,0.35294117647058826
3081,138.08,80.0,173.94,0,1000,52,0.4423076923076923
3082,117.11,80.0,153.23,0,1000,45,0.26666666666666666
3083,374.12,80.0,1550.08,0,11000,51,0.37254901960784315
3084,136.1,90.0,142.9,0,700,41,0.2926829268292683
3089,137.27,90.0,128.97,0,600,44,0.2727272727272727
3090,740.83,90.0,1823.56,20,7000,24,0.16666666666666666
30922,133.85,80.0,117.79,20,400,13,0.23076923076923078
30923,288.46,80.0,616.24,40,2300,13,0.38461538461538464
30924,112.31,80.0,148.22,30,600,13,0.3076923076923077
30928,2562.5,90.0,10930.69,0,49000,20,0.4
30929,63.64,60.0,56.62,0,200,11,0.45454545454545453
3093,112.78,85.0,81.59,20,300,18,0.16666666666666666
3094,719.17,85.0,1226.31,30,4000,24,0.5
30981,262.22,70.0,711.29,0,4000,63,0.42857142857142855
30982,95.26,70.0,86.56,0,300,19,0.3684210526315789
30983,152.78,100.0,132.61,10,500,18,0.3888888888888889
30989,461.5,100.0,1317.66,30,6000,20,0.4
3099,1383.33,90.0,2814.19,10,9000,15,0.6
3100,215.05,80.0,331.36,0,1800,103,0.34951456310679613
3102,404.32,90.0,834.66,0,5000,81,0.32098765432098764
3108,233.85,80.0,341.54,0,1600,91,0.3626373626373626
3109,445.94,90.0,1508.92,0,14000,96,0.3854166666666667
311,1041.92,100.0,2811.93,0,31000,245,0.3836734693877551
31230,2683.85,200.0,5260.72,0,17000,13,0.38461538461538464
31231,130.91,70.0,195.32,0,700,11,0.2727272727272727
31235,181.82,70.0,374.29,0,1300,11,0.5454545454545454
3130,164.71,85.0,208.94,0,1100,34,0.29411764705882354
3131,125.45,80.0,104.13,40,500,44,0.3409090909090909
31321,166.34,80.0,251.4,0,1500,41,0.3170731707317073
31322,103.0,75.0,92.49,0,400,40,0.425
3133,133.83,80.0,159.82,0,1060,47,0.3617021276595745
31382,148.6,70.0,298.57,0,1900,43,0.3953488372093023
31383,126.27,80.0,105.77,0,500,51,0.21568627450980393
31500,95.0,65.0,123.67,0,400,10,0.2
31501,146.67,45.0,235.08,0,800,12,0.5
31502,245.83,100.0,362.15,0,1300,12,0.5833333333333334
31531,104.17,90.0,106.13,0,400,12,0.3333333333333333
31532,97.86,35.0,177.56,0,600,14,0.14285714285714285
31539,156.15,70.0,257.05,0,900,13,0.46153846153846156
3154,166.43,30.0,369.25,0,1400,14,0.42857142857142855
3155,318.18,300.0,266.56,50,900,11,0.45454545454545453
3158,130.0,70.0,155.07,0,500,14,0.14285714285714285
3180,101.82,60.0,110.62,0,400,11,0.36363636363636365
3181,46.36,40.0,36.68,0,100,11,0.6363636363636364
3182,115.33,80.0,106.29,0,400,15,0.5333333333333333
319,133.68,60.0,263.25,0,1200,19,0.5789473684210527
325,421.72,200.0,687.6,0,3300,29,0.4827586206896552
32700,162.17,70.0,193.79,0,500,23,0.34782608695652173
32701,172.06,55.0,292.88,0,1500,34,0.5588235294117647
32702,278.39,100.0,321.3,50,1500,31,0.45161290322580644
32709,161.67,70.0,181.82,0,500,24,0.3333333333333333
32710,227.89,100.0,225.5,10,1000,38,0.34210526315789475
32711,238.44,85.0,405.19,20,2200,32,0.1875
32712,234.09,100.0,363.09,10,1700,22,0.3181818181818182
32713,173.57,70.0,201.17,0,800,28,0.39285714285714285
32714,272.22,100.0,310.06,0,1000,36,0.4444444444444444
32715,364.12,100.0,604.66,0,3000,34,0.4117647058823529
32719,301.71,80.0,571.57,0,3300,41,0.4146341463414634
32720,229.06,90.0,294.06,0,1100,32,0.46875
32721,150.0,60.0,228.11,10,900,35,0.34285714285714286
32722,209.44,150.0,173.97,10,500,18,0.4444444444444444
32723,917.05,90.0,2392.84,10,15000,61,0.39344262295081966
32724,193.33,70.0,221.73,0,700,21,0.42857142857142855
32725,229.23,80.0,314.54,0,1300,39,0.358974358974359
32726,209.69,95.0,245.9,10,900,32,0.34375
32727,218.75,60.0,293.42,10,1100,32,0.59375
32729,222.76,70.0,370.97,10,1700,29,0.3448275862068966
32730,532.63,250.0,713.53,20,3300,38,0.47368421052631576
32731,308.33,200.0,349.35,0,1500,36,0.4166666666666667
32732,331.19,200.0,393.15,10,1600,42,0.47619047619047616
32733,315.26,100.0,466.09,40,2400,38,0.42105263157894735
32734,382.5,300.0,363.14,0,1400,40,0.4
32735,601.76,200.0,784.98,10,3300,34,0.35294117647058826
32736,317.35,200.0,561.1,0,3200,34,0.29411764705882354
32737,323.64,100.0,391.63,10,1700,33,0.45454545454545453
32739,345.36,200.0,404.54,0,2000,28,0.35714285714285715
32740,184.44,100.0,301.45,0,1300,18,0.2777777777777778
32741,105.56,60.0,148.57,0,500,27,0.3333333333333333
32742,193.0,65.0,232.78,0,800,30,0.4
32743,345.24,200.0,331.14,0,1400,21,0.38095238095238093
32744,262.06,100.0,464.42,0,2200,34,0.35294117647058826
32749,166.9,90.0,197.67,0,800,29,0.3793103448275862
32751,179.17,65.0,204.23,0,600,36,0.4166666666666667
32752,321.44,100.0,557.91,0,3300,90,0.45555555555555555
32753,512.41,300.0,531.17,0,1800,29,0.3448275862068966
32759,213.33,65.0,526.47,0,2500,24,0.4583333333333333
3278,135.0,60.0,192.34,0,700,32,0.40625
3300,348.0,60.0,562.27,0,2100,15,0.13333333333333333
3301,418.0,145.0,666.83,70,2200,10,0.4
3302,324.62,80.0,385.13,0,1300,13,0.23076923076923078
3310,5234.08,4000.0,6950.6,0,44000,289,0.4982698961937716
33111,222.74,80.0,390.88,0,3070,95,0.4421052631578947
33119,367.03,90.0,727.92,10,5000,91,0.4175824175824176
3312,357.56,90.0,673.29,0,3300,78,0.44871794871794873
3313,5181.82,300.0,10557.16,0,35000,11,0.36363636363636365
3314,9855.56,300.0,15526.64,0,57000,27,0.6666666666666666
3315,7169.12,5500.0,9342.52,0,37000,34,0.5588235294117647
3317,419.09,200.0,484.16,50,1500,11,0.36363636363636365
33181,203.33,200.0,135.42,0,400,15,0.7333333333333333
33182,1906.13,100.0,4119.01,0,24000,106,0.49056603773584906
33183,841.78,100.0,2858.4,0,16000,45,0.4222222222222222
33189,1000.0,100.0,2475.04,10,8000,10,0.4
3319,906.36,100.0,4327.81,0,25000,33,0.45454545454545453
3320,865.57,100.0,3408.5,0,44000,774,0.4018087855297158
3321,258.86,90.0,412.96,0,2000,35,0.45714285714285713
3330,4357.67,500.0,6499.82,0,25000,30,0.6
3331,3108.0,200.0,8743.73,10,34000,15,0.2
3334,239.44,100.0,262.8,0,800,18,0.5
3335,512.78,85.0,1241.21,0,5000,18,0.3888888888888889
3336,434.62,100.0,642.33,0,2200,13,0.07692307692307693
33379,188.33,100.0,151.53,30,500,12,0.5
33382,565.0,150.0,944.31,0,3060,10,0.3
33390,510.77,200.0,1351.64,0,5000,13,0.46153846153846156
33393,512.0,300.0,723.11,0,2400,10,0.5
33394,569.55,200.0,1128.94,0,5000,22,0.5454545454545454
33399,90.0,70.0,75.63,0,300,11,0.18181818181818182
3340,218.18,100.0,254.51,0,700,11,0.36363636363636365
33510,133.85,100.0,111.77,10,400,13,0.46153846153846156
33519,191.67,85.0,241.09,0,700,12,0.25
33520,4927.78,300.0,8248.02,0,25000,18,0.2777777777777778
33521,192.31,100.0,195.16,40,700,13,0.3076923076923077
33522,377.14,95.0,571.37,0,2000,14,0.35714285714285715
33523,153.08,60.0,251.41,0,800,13,0.23076923076923078
33529,757.27,100.0,1531.46,30,5000,11,0.2727272727272727
3361,295.45,90.0,599.57,0,2080,11,0.2727272727272727
3368,348.57,80.0,781.17,0,3000,14,0.21428571428571427
3369,1120.56,95.0,3969.16,0,17000,18,0.5
33701,296.92,300.0,215.42,0,600,13,0.3076923076923077
33720,352.86,200.0,381.12,50,1900,42,0.38095238095238093
33721,551.03,300.0,825.41,10,3300,39,0.38461538461538464
33722,446.52,100.0,725.72,0,3300,23,0.391304347826087
33729,437.75,200.0,593.5,0,3000,40,0.35
3373,173.64,90.0,192.16,40,700,11,0.36363636363636365
3379,945.0,100.0,1698.4,20,5000,12,0.4166666666666667
3380,430.27,100.0,847.76,10,4000,37,0.43243243243243246
33811,608.97,200.0,1287.85,0,7000,39,0.46153846153846156
33812,373.7,100.0,473.86,0,2000,27,0.37037037037037035
33818,1798.22,200.0,2994.17,0,14000,45,0.4444444444444444
33819,1106.25,300.0,1793.16,0,10000,64,0.375
33821,361.94,100.0,829.84,0,5000,36,0.4166666666666667
33822,331.71,100.0,478.81,0,2300,41,0.36585365853658536
33828,842.75,200.0,2020.78,0,12000,40,0.275
33829,1371.19,300.0,2516.44,0,13000,59,0.3389830508474576
3383,1914.37,400.0,2934.96,0,13000,71,0.43661971830985913
3384,836.33,200.0,1641.73,0,7000,49,0.30612244897959184
33900,360.0,100.0,692.59,30,4000,33,0.3333333333333333
33901,218.38,100.0,216.17,0,800,37,0.4594594594594595
33902,211.03,100.0,225.84,0,900,39,0.41025641025641024
33903,333.82,200.0,695.34,0,4080,34,0.5
33904,194.44,95.0,250.06,0,1200,36,0.3888888888888889
33905,171.32,100.0,160.29,10,900,38,0.3157894736842105
33909,191.09,100.0,173.35,0,600,46,0.21739130434782608
33910,251.08,200.0,252.99,0,1100,37,0.35135135135135137
33911,284.63,200.0,262.14,0,1000,41,0.3902439024390244
33912,475.45,100.0,898.03,30,4100,33,0.36363636363636365
33920,335.76,100.0,495.94,0,2300,33,0.42424242424242425
33921,233.53,150.0,281.26,20,1470,34,0.35294117647058826
33922,225.74,200.0,200.93,0,800,47,0.2553191489361702
3393,225.28,100.0,235.29,10,900,36,0.3888888888888889
33941,280.81,100.0,321.1,0,1200,37,0.43243243243243246
33942,235.53,100.0,296.84,0,1400,47,0.3617021276595745
33943,271.36,200.0,359.09,0,1900,44,0.38636363636363635
33944,269.27,200.0,209.49,0,900,41,0.2926829268292683
33981,210.91,100.0,214.01,0,900,33,0.42424242424242425
33982,192.64,100.0,171.24,0,800,53,0.5094339622641509
33983,301.61,200.0,345.24,0,1400,31,0.5161290322580645
33984,255.1,100.0,269.62,0,1000,49,0.4489795918367347
33985,210.97,100.0,242.89,20,1300,31,0.41935483870967744
33989,167.94,100.0,176.72,0,900,34,0.3235294117647059
340,777.03,100.0,1993.01,0,25000,573,0.33507853403141363
3410,335.0,200.0,444.86,0,2000,34,0.3235294117647059
3411,284.52,150.0,353.51,10,1700,42,0.3333333333333333
3418,330.71,200.0,383.4,40,1900,42,0.35714285714285715
3419,823.33,200.0,1459.81,0,6000,36,0.5277777777777778
34200,292.14,100.0,471.07,30,1800,14,0.2857142857142857
34282,160.0,70.0,205.77,0,700,11,0.2727272727272727
34290,2921.43,550.0,8400.35,10,32000,14,0.07142857142857142
3433,346.43,150.0,503.46,60,1700,14,0.14285714285714285
3439,508.95,100.0,1198.84,0,5000,19,0.3157894736842105
3441,1960.0,100.0,3512.49,0,9000,10,0.4
34440,479.17,75.0,865.81,0,3000,12,0.4166666666666667
34461,472.58,100.0,781.28,0,3300,31,0.3870967741935484
3449,284.0,80.0,440.48,10,1400,10,0.6
34500,239.52,80.0,671.93,0,5000,62,0.3548387096774194
34501,189.47,90.0,395.94,0,3300,75,0.36
34510,772.41,100.0,1740.32,10,9000,79,0.4050632911392405
34511,369.32,60.0,1273.89,0,9000,59,0.3559322033898305
3452,155.0,55.0,398.22,0,3300,74,0.32432432432432434
3453,1780.45,100.0,4307.87,0,32000,89,0.48314606741573035
34540,385.87,90.0,959.41,20,6000,63,0.47619047619047616
34541,999.35,80.0,3401.61,0,21000,77,0.38961038961038963
34550,867.11,70.0,1927.81,0,10000,83,0.37349397590361444
34551,388.72,60.0,828.66,0,4060,78,0.38461538461538464
34560,211.31,80.0,413.27,0,2900,61,0.32786885245901637
34561,113.79,60.0,164.61,0,1000,66,0.3787878787878788
34570,153.02,80.0,288.45,0,1900,53,0.39622641509433965
34571,210.45,65.0,505.77,10,3300,44,0.2727272727272727
34580,461.75,80.0,1278.1,0,7000,63,0.38095238095238093
34581,156.62,60.0,298.16,0,2200,65,0.3230769230769231
34590,2919.65,600.0,3849.28,0,25000,172,0.4418604651162791
34591,1395.54,90.0,4735.57,0,34000,65,0.46153846153846156
34600,436.98,200.0,777.19,0,4000,43,0.3953488372093023
34601,412.97,100.0,820.12,30,3300,37,0.43243243243243246
34602,288.75,100.0,622.29,0,4000,40,0.4
34603,197.75,100.0,181.48,10,900,40,0.275
34610,239.43,200.0,258.75,0,1600,53,0.4528301886792453
34611,219.0,100.0,242.24,0,1000,30,0.36666666666666664
34612,312.78,150.0,448.69,10,2200,36,0.25
34613,243.33,100.0,335.7,0,1900,36,0.3333333333333333
34620,427.32,200.0,727.75,30,4000,41,0.43902439024390244
34621,170.28,100.0,146.53,0,600,36,0.25
34622,183.66,100.0,150.01,10,500,41,0.4146341463414634
34623,348.0,200.0,428.09,0,2200,35,0.42857142857142855
34630,211.56,100.0,203.0,0,800,45,0.4222222222222222
34631,207.11,100.0,290.34,0,1800,45,0.3111111111111111
34632,161.38,100.0,161.39,10,700,29,0.27586206896551724
34633,206.89,100.0,197.75,0,1100,45,0.4222222222222222
34640,200.79,150.0,195.66,0,800,38,0.2631578947368421
34641,270.83,200.0,254.36,0,1200,36,0.3611111111111111
34642,258.16,200.0,230.81,0,900,38,0.34210526315789475
34643,231.67,100.0,251.37,0,1100,42,0.38095238095238093
34650,211.9,100.0,223.14,0,1100,42,0.3333333333333333
34651,197.42,200.0,155.22,10,500,31,0.3870967741935484
34652,177.78,100.0,229.85,0,1300,45,0.26666666666666666
34653,306.49,200.0,263.22,70,1300,37,0.32432432432432434
34660,352.73,90.0,528.57,0,2600,77,0.33766233766233766
34661,397.09,90.0,889.39,0,6060,86,0.3953488372093023
34662,210.23,90.0,321.48,0,1500,86,0.36046511627906974
34663,355.06,100.0,623.64,0,3300,79,0.4430379746835443
34670,212.0,100.0,212.17,10,900,40,0.4
34671,192.0,100.0,169.66,0,600,45,0.4
34672,265.15,200.0,391.71,0,2200,33,0.3333333333333333
34673,166.92,100.0,137.54,0,400,26,0.23076923076923078
34680,470.93,100.0,1348.25,0,8000,43,0.3023255813953488
34681,282.5,250.0,212.1,60,1000,36,0.3055555555555556
34682,258.33,200.0,294.9,10,1200,30,0.43333333333333335
34683,277.35,200.0,279.18,0,1300,34,0.17647058823529413
34690,580.35,200.0,1407.67,0,7000,57,0.42105263157894735
34691,372.25,200.0,659.92,0,3030,40,0.4
34692,440.0,100.0,884.19,0,4000,39,0.38461538461538464
34693,210.3,200.0,186.67,0,900,33,0.3333333333333333
34700,494.38,300.0,652.88,0,2700,48,0.2916666666666667
34701,249.8,100.0,333.13,0,1600,51,0.39215686274509803
34710,367.78,100.0,641.61,0,3300,36,0.16666666666666666
34711,682.38,250.0,935.46,20,3300,42,0.40476190476190477
3480,1518.44,250.0,5264.6,0,28000,32,0.59375
3481,1286.79,400.0,3899.72,0,31000,78,0.3717948717948718
3482,1025.11,200.0,4207.24,0,29000,47,0.2765957446808511
34830,2987.69,300.0,5012.67,0,24000,65,0.3384615384615385
34831,5176.3,3000.0,7153.36,0,37000,73,0.5068493150684932
34839,2569.76,300.0,4393.53,10,16000,41,0.5121951219512195
3484,1736.96,300.0,3921.96,0,18000,23,0.5652173913043478
3485,284.06,100.0,485.15,10,2100,32,0.5625
3488,1659.47,200.0,3987.29,0,21000,38,0.34210526315789475
3489,526.22,100.0,1087.96,0,6000,37,0.2702702702702703
3490,233.57,100.0,276.37,10,900,14,0.35714285714285715
3491,405.0,200.0,500.83,0,1400,10,0.4
3492,565.52,90.0,1646.04,0,9000,29,0.3448275862068966
34931,276.88,150.0,346.79,0,1200,16,0.3125
34981,372.67,100.0,513.87,40,2200,30,0.3
34982,4600.82,1500.0,8066.15,0,57000,61,0.4262295081967213
34989,399.29,200.0,509.81,0,2100,28,0.35714285714285715
3499,498.18,100.0,691.73,0,2900,33,0.30303030303030304
3501,1771.22,200.0,4468.93,0,18000,41,0.5121951219512195
3502,238.08,200.0,204.8,0,700,26,0.4230769230769231
3508,330.65,100.0,624.15,20,3300,31,0.3548387096774194
3509,427.86,200.0,654.31,0,3300,42,0.2619047619047619
3510,1587.18,200.0,3359.66,0,17000,39,0.3333333333333333
3511,356.86,200.0,573.87,0,3300,35,0.42857142857142855
3518,352.97,200.0,386.86,10,1500,37,0.35135135135135137
3519,242.0,100.0,333.47,0,1300,30,0.36666666666666664
3520,441.22,160.0,703.22,0,3300,41,0.2926829268292683
3521,680.0,200.0,1387.9,0,7000,32,0.28125
3522,320.0,200.0,404.96,0,1900,44,0.36363636363636365
3523,528.12,200.0,830.71,0,3300,32,0.5
3524,355.79,170.0,540.85,0,2600,38,0.3684210526315789
3525,306.19,100.0,370.49,30,1600,42,0.40476190476190477
3526,398.62,100.0,787.57,0,3300,29,0.41379310344827586
3529,269.71,100.0,351.51,20,1600,34,0.29411764705882354
3530,631.72,300.0,1290.53,0,7000,29,0.5172413793103449
3531,240.67,150.0,319.61,0,1600,30,0.4
3532,270.0,200.0,414.3,0,2400,33,0.36363636363636365
3533,240.0,100.0,337.01,0,1800,38,0.3157894736842105
3534,339.25,100.0,550.16,10,2600,40,0.35
3535,358.16,200.0,433.14,0,1600,38,0.23684210526315788
3536,402.43,200.0,456.91,0,1700,37,0.4594594594594595
3538,530.97,200.0,1083.66,0,5000,31,0.45161290322580644
3539,376.0,150.0,507.93,0,2000,40,0.425
3540,220.77,100.0,293.3,10,1400,39,0.23076923076923078
3541,221.08,100.0,260.18,0,1100,37,0.35135135135135137
3542,1563.94,200.0,5190.94,0,29000,33,0.3939393939393939
3543,440.74,300.0,466.18,0,2000,27,0.3333333333333333
3544,521.2,200.0,565.58,10,1900,25,0.44
3545,494.36,300.0,640.6,20,3300,39,0.38461538461538464
3548,366.05,200.0,521.76,0,3000,38,0.18421052631578946
3549,422.5,100.0,690.32,0,3300,28,0.39285714285714285
3550,384.78,300.0,509.35,0,2400,23,0.34782608695652173
3551,733.08,200.0,1055.22,0,3300,39,0.358974358974359
3552,408.53,200.0,519.37,0,2400,34,0.38235294117647056
3553,600.23,200.0,944.2,0,4000,43,0.2558139534883721
3554,206.47,200.0,136.84,0,500,17,0.35294117647058826
3555,632.95,200.0,2133.83,10,14200,44,0.45454545454545453
3556,356.47,200.0,397.25,10,1500,34,0.47058823529411764
35571,327.44,200.0,546.92,30,3300,39,0.46153846153846156
35579,542.94,200.0,1430.66,40,8400,34,0.2647058823529412
3558,1931.22,300.0,8891.85,0,57000,41,0.4146341463414634
3559,252.2,100.0,492.25,10,3100,41,0.43902439024390244
3560,370.86,200.0,519.2,0,2300,35,0.42857142857142855
3561,553.33,165.0,941.39,0,3300,30,0.5
3562,462.14,150.0,660.47,0,2800,28,0.32142857142857145
3563,406.97,200.0,680.83,10,3300,33,0.45454545454545453
3564,389.5,200.0,712.5,0,4000,40,0.4
3568,343.57,95.0,454.99,0,1800,28,0.42857142857142855
3569,2560.81,250.0,6623.29,0,45000,62,0.46774193548387094
3570,1926.55,200.0,4557.54,0,25000,55,0.3090909090909091
3571,443.33,200.0,753.31,0,3300,42,0.4523809523809524
3572,292.12,100.0,582.17,0,3300,33,0.36363636363636365
3573,528.75,200.0,843.33,0,4000,40,0.3
3574,425.0,200.0,653.02,20,3300,36,0.2777777777777778
3576,794.0,200.0,1417.89,0,6000,35,0.37142857142857144
3577,340.34,200.0,439.99,0,2000,29,0.3793103448275862
35781,855.14,200.0,2213.38,0,13000,37,0.2702702702702703
35782,484.29,150.0,617.41,0,2200,28,0.32142857142857145
35789,543.33,200.0,766.68,0,2700,36,0.3055555555555556
3579,329.74,100.0,585.29,20,3300,38,0.34210526315789475
35800,813.95,100.0,2252.52,0,12000,43,0.37209302325581395
35801,1350.43,400.0,2694.36,0,15000,47,0.40425531914893614
3581,384.62,100.0,628.36,0,3300,39,0.4358974358974359
3582,373.7,100.0,644.07,10,3300,27,0.3333333333333333
3588,506.88,150.0,765.34,10,3300,32,0.4375
3589,517.81,150.0,876.49,0,3300,32,0.4375
3590,321.79,200.0,406.72,0,1600,28,0.32142857142857145
3591,647.44,100.0,1097.24,0,3300,43,0.32558139534883723
35921,288.57,100.0,338.24,0,1500,42,0.40476190476190477
35922,371.25,250.0,388.4,0,1600,40,0.375
35923,633.7,200.0,956.61,10,3300,46,0.34782608695652173
35924,417.11,200.0,475.63,0,1700,45,0.3111111111111111
35929,300.62,200.0,470.83,20,2700,32,0.40625
3593,378.0,200.0,554.3,0,3300,45,0.37777777777777777
3594,1053.66,200.0,2226.53,10,10000,41,0.36585365853658536
3595,266.36,100.0,299.74,10,1200,33,0.2727272727272727
3596,374.62,150.0,476.1,40,1600,26,0.19230769230769232
35981,913.43,100.0,2440.89,0,11000,35,0.34285714285714286
35989,367.78,100.0,540.13,0,2500,36,0.3888888888888889
3599,261.14,100.0,348.89,0,1600,44,0.38636363636363635
36100,602.0,150.0,839.98,30,2100,10,0.5
36104,612.0,195.0,809.4,50,2000,10,0.6
36106,915.0,300.0,1031.64,10,2700,10,0.4
36110,525.83,250.0,708.83,60,2100,12,0.08333333333333333
36114,360.0,90.0,801.9,0,3000,14,0.5714285714285714
36119,560.0,65.0,1561.01,0,5000,10,0.8
3612,656.0,85.0,974.17,30,2700,10,0.6
36130,841.0,60.0,1054.02,0,2300,10,0.3
36131,729.17,150.0,1078.96,20,2900,12,0.3333333333333333
36181,555.0,95.0,1056.61,0,3300,12,0.3333333333333333
36201,592.35,200.0,761.32,10,2000,17,0.4117647058823529
36204,307.0,85.0,601.44,0,2000,10,0.6
36205,827.0,150.0,949.87,40,2100,10,0.6
36206,355.38,90.0,666.1,30,1900,13,0.3076923076923077
36207,883.0,200.0,1053.1,0,2500,10,0.4
36211,1287.0,200.0,2502.79,0,8070,10,0.5
36212,638.18,80.0,1053.14,0,3300,11,0.45454545454545453
36213,976.36,300.0,1088.18,0,2700,11,0.45454545454545453
36215,790.0,200.0,931.29,0,2500,16,0.4375
36217,570.0,100.0,791.52,60,1800,11,0.36363636363636365
36218,672.5,85.0,1118.69,40,3200,12,0.4166666666666667
36221,455.45,60.0,874.45,0,2500,11,0.36363636363636365
36223,191.25,60.0,535.97,30,2200,16,0.3125
36225,1332.0,1400.0,1192.88,30,3300,10,0.4
36226,763.08,400.0,894.3,50,2700,13,0.15384615384615385
36227,1193.33,330.0,1822.25,60,6300,12,0.5
36230,843.64,100.0,2374.69,50,8000,11,0.2727272727272727
36232,341.25,100.0,635.23,10,2100,16,0.1875
36233,636.36,100.0,882.91,40,2100,11,0.36363636363636365
36234,278.18,90.0,516.21,10,1800,11,0.36363636363636365
36240,1020.0,400.0,1157.16,40,3300,10,0.2
36242,940.83,300.0,1099.6,50,3100,12,0.3333333333333333
36243,1202.35,400.0,1631.21,10,6200,17,0.35294117647058826
36250,640.48,100.0,991.9,10,3200,21,0.38095238095238093
36252,395.71,90.0,683.24,0,2100,14,0.42857142857142855
36253,449.33,200.0,575.7,10,1900,15,0.5333333333333333
36254,960.71,200.0,1202.44,20,3200,14,0.42857142857142855
36256,1561.43,450.0,3109.36,40,12000,14,0.21428571428571427
36257,1305.0,1850.0,1160.78,20,3200,10,0.6
36260,1225.0,1000.0,1274.49,0,3300,14,0.5
36262,442.31,100.0,789.65,10,2400,13,0.3076923076923077
36264,197.0,85.0,193.62,30,500,10,0.4
36266,373.64,60.0,682.87,0,1800,11,0.45454545454545453
36272,656.43,95.0,853.68,0,2000,14,0.5
36273,595.62,70.0,1149.9,20,3300,16,0.4375
36274,826.0,150.0,984.09,0,2400,10,0.6
36281,660.0,90.0,1091.0,0,3300,13,0.46153846153846156
36283,585.45,200.0,830.76,30,2400,11,0.2727272727272727
